country,date,cumulative,new,relative
Italy,10/15/20,381602,8803,64
Italy,10/16/20,391611,10009,71
Italy,10/17/20,402536,10925,79
Italy,10/18/20,414241,11705,87
Italy,10/19/20,423578,9337,98
Italy,10/20/20,434449,10871,106
Italy,10/21/20,449648,15199,114
Italy,10/22/20,465726,16078,127
Italy,10/23/20,484869,19143,139
Italy,10/24/20,504509,19640,154
Italy,10/25/20,525782,21273,169
Italy,10/26/20,542789,17007,184
Italy,10/27/20,564778,21989,197
Italy,10/28/20,589766,24988,216
Italy,10/29/20,616595,26829,232
Italy,10/30/20,647674,31079,250
Italy,10/31/20,679430,31756,270
Italy,11/1/20,709335,29905,290
Italy,11/2/20,731588,22253,304
Italy,11/3/20,759829,28241,313
Italy,11/4/20,790377,30548,323
Italy,11/5/20,824879,34502,332
Italy,11/6/20,862681,37802,345
Italy,11/7/20,902490,39809,356
Italy,11/8/20,935104,32614,369
Italy,11/9/20,960373,25269,374
Italy,11/10/20,995463,35090,379
Italy,11/11/20,1028424,32961,390
Italy,11/12/20,1066401,37977,394
Italy,11/13/20,1107303,40902,400
Italy,11/14/20,1144552,37249,405
Italy,11/15/20,1178529,33977,401
Italy,11/16/20,1205881,27352,403
Italy,11/17/20,1238072,32191,407
Italy,11/18/20,1272352,34280,402
Italy,11/19/20,1308528,36176,404
Italy,11/20/20,1345767,37239,401
Italy,11/21/20,1380531,34764,395
Italy,11/22/20,1408868,28337,391
Italy,11/23/20,1431795,22927,382
Italy,11/24/20,1455022,23227,374
Italy,11/25/20,1480874,25852,359
Italy,11/26/20,1509875,29001,345
Italy,11/27/20,1538217,28342,333
Italy,11/28/20,1564532,26315,319
Italy,11/29/20,1585178,20646,305
Italy,11/30/20,1601554,16376,292
Italy,12/1/20,1620901,19347,281
Italy,12/2/20,1641610,20709,275
Italy,12/3/20,1664829,23219,266
Italy,12/4/20,1688939,24110,256
Italy,12/5/20,1709991,21052,249
Italy,12/6/20,1728878,18887,241
Italy,12/7/20,1742557,13679,238
Italy,12/8/20,1757394,14837,233
Italy,12/9/20,1770149,12755,226
Italy,12/10/20,1787147,16998,213
Italy,12/11/20,1805873,18726,202
Italy,12/12/20,1825775,19902,193
Italy,12/13/20,1843712,17937,192
Italy,12/14/20,1855737,12025,190
Italy,12/15/20,1870576,14839,187
Italy,12/16/20,1888144,17568,187
Italy,12/17/20,1906377,18233,195
Italy,12/18/20,1921778,15401,197
Italy,12/19/20,1938083,16305,192
Italy,12/20/20,1953185,15102,186
Italy,12/21/20,1964054,10869,181
Italy,12/22/20,1977370,13316,179
Italy,12/23/20,1991278,13908,177
Italy,12/24/20,2009317,18039,171
Italy,12/25/20,2028354,19037,170
Italy,12/26/20,2038759,10405,176
Italy,12/27/20,2047696,8937,166
Italy,12/28/20,2056277,8581,156
Italy,12/29/20,2067487,11210,152
Italy,12/30/20,2083689,16202,149
Italy,12/31/20,2107166,23477,153
Italy,1/1/21,2129376,22210,162
Italy,1/2/21,2141201,11825,167
Italy,1/3/21,2155446,14245,169
Italy,1/4/21,2166244,10798,178
Italy,1/5/21,2181619,15375,182
Italy,1/6/21,2201945,20326,189
Italy,1/7/21,2220361,18416,196
Italy,1/8/21,2237890,17529,187
Italy,1/9/21,2257866,19976,179
Italy,1/10/21,2276491,18625,193
Italy,1/11/21,2289021,12530,200
Italy,1/12/21,2303263,14242,203
Italy,1/13/21,2319036,15773,201
Italy,1/14/21,2336279,17243,194
Italy,1/15/21,2352423,16144,192
Italy,1/16/21,2368733,16310,189
Italy,1/17/21,2381277,12544,183
Italy,1/18/21,2390102,8825,173
Italy,1/19/21,2400598,10496,167
Italy,1/20/21,2414166,13568,161
Italy,1/21/21,2428221,14055,157
Italy,1/22/21,2441854,13633,152
Italy,1/23/21,2455185,13331,148
Italy,1/24/21,2466813,11628,143
Italy,1/25/21,2475372,8559,141
Italy,1/26/21,2485956,10584,141
Italy,1/27/21,2501147,15191,141
Italy,1/28/21,2515507,14360,144
Italy,1/29/21,2529070,13563,144
Italy,1/30/21,2541783,12713,144
Italy,1/31/21,2553032,11249,143
Italy,2/1/21,2560957,7925,142
Italy,2/2/21,2570608,9651,141
Italy,2/3/21,2583790,13182,140
Italy,2/4/21,2597446,13656,137
Italy,2/5/21,2611659,14213,135
Italy,2/6/21,2625098,13439,136
Italy,2/7/21,2636738,11640,138
USA,1/22/20,1,1,0
USA,1/23/20,1,0,0
USA,1/24/20,2,1,0
USA,1/25/20,2,0,0
USA,1/26/20,5,3,0
USA,1/27/20,5,0,0
USA,1/28/20,5,0,0
USA,1/29/20,6,1,0
USA,1/30/20,6,0,0
USA,1/31/20,8,2,0
USA,2/1/20,8,0,0
USA,2/2/20,8,0,0
USA,2/3/20,11,3,0
USA,2/4/20,11,0,0
USA,2/5/20,11,0,0
USA,2/6/20,12,1,0
USA,2/7/20,12,0,0
USA,2/8/20,12,0,0
USA,2/9/20,12,0,0
USA,2/10/20,12,0,0
USA,2/11/20,13,1,0
USA,2/12/20,13,0,0
USA,2/13/20,14,1,0
USA,2/14/20,14,0,0
USA,2/15/20,14,0,0
USA,2/16/20,14,0,0
USA,2/17/20,14,0,0
USA,2/18/20,14,0,0
USA,2/19/20,14,0,0
USA,2/20/20,14,0,0
USA,2/21/20,16,2,0
USA,2/22/20,16,0,0
USA,2/23/20,16,0,0
USA,2/24/20,16,0,0
USA,2/25/20,16,0,0
USA,2/26/20,16,0,0
USA,2/27/20,17,1,0
USA,2/28/20,17,0,0
USA,2/29/20,25,8,0
USA,3/1/20,32,7,0
USA,3/2/20,55,23,0
USA,3/3/20,74,19,0
USA,3/4/20,107,33,0
USA,3/5/20,184,77,0
USA,3/6/20,237,53,0
USA,3/7/20,403,166,0
USA,3/8/20,519,116,0
USA,3/9/20,594,75,0
USA,3/10/20,782,188,0
USA,3/11/20,1147,365,0
USA,3/12/20,1586,439,0
USA,3/13/20,2219,633,0
USA,3/14/20,2978,759,0
USA,3/15/20,3212,234,0
USA,3/16/20,4679,1467,0
USA,3/17/20,6512,1833,1
USA,3/18/20,9169,2657,1
USA,3/19/20,13663,4494,2
USA,3/20/20,20030,6367,3
USA,3/21/20,26025,5995,5
USA,3/22/20,34898,8873,7
USA,3/23/20,46136,11238,9
USA,3/24/20,56755,10619,12
USA,3/25/20,68837,12082,15
USA,3/26/20,86693,17856,18
USA,3/27/20,105383,18690,22
USA,3/28/20,125013,19630,26
USA,3/29/20,143912,18899,30
USA,3/30/20,165987,22075,33
USA,3/31/20,192301,26314,36
USA,4/1/20,224544,32243,41
USA,4/2/20,256779,32235,47
USA,4/3/20,289066,32287,51
USA,4/4/20,321482,32416,55
USA,4/5/20,351359,29877,59
USA,4/6/20,382740,31381,63
USA,4/7/20,413507,30767,66
USA,4/8/20,444699,31192,67
USA,4/9/20,480640,35941,67
USA,4/10/20,515055,34415,68
USA,4/11/20,544185,29130,68
USA,4/12/20,571440,27255,67
USA,4/13/20,598370,26930,67
USA,4/14/20,627151,28781,65
USA,4/15/20,652591,25440,65
USA,4/16/20,682626,30035,63
USA,4/17/20,715656,33030,61
USA,4/18/20,743588,27932,61
USA,4/19/20,769684,26096,60
USA,4/20/20,799512,29828,60
USA,4/21/20,825429,25917,61
USA,4/22/20,854288,28859,60
USA,4/23/20,887858,33570,61
USA,4/24/20,920185,32327,62
USA,4/25/20,950580,30395,62
USA,4/26/20,977081,26501,63
USA,4/27/20,1000784,23703,63
USA,4/28/20,1025361,24577,61
USA,4/29/20,1051799,26438,60
USA,4/30/20,1081019,29220,60
USA,5/1/20,1115945,34926,58
USA,5/2/20,1143295,27350,59
USA,5/3/20,1167592,24297,58
USA,5/4/20,1191677,24085,58
USA,5/5/20,1216208,24531,58
USA,5/6/20,1240767,24559,58
USA,5/7/20,1268179,27412,57
USA,5/8/20,1295017,26838,57
USA,5/9/20,1320153,25136,54
USA,5/10/20,1339020,18867,53
USA,5/11/20,1358291,19271,52
USA,5/12/20,1381238,22947,50
USA,5/13/20,1401646,20408,50
USA,5/14/20,1428464,26818,49
USA,5/15/20,1453211,24747,48
USA,5/16/20,1477370,24159,48
USA,5/17/20,1495733,18363,47
USA,5/18/20,1518123,22390,47
USA,5/19/20,1539130,21007,48
USA,5/20/20,1561827,22697,48
USA,5/21/20,1587593,25766,48
USA,5/22/20,1611249,23656,48
USA,5/23/20,1632361,21112,48
USA,5/24/20,1652428,20067,47
USA,5/25/20,1671100,18672,47
USA,5/26/20,1690750,19650,46
USA,5/27/20,1709299,18549,46
USA,5/28/20,1731621,22322,44
USA,5/29/20,1756093,24472,43
USA,5/30/20,1779726,23633,44
USA,5/31/20,1798713,18987,44
USA,6/1/20,1816148,17435,44
USA,6/2/20,1837651,21503,44
USA,6/3/20,1857495,19844,44
USA,6/4/20,1879144,21649,45
USA,6/5/20,1904544,25400,44
USA,6/6/20,1925704,21160,45
USA,6/7/20,1943620,17916,44
USA,6/8/20,1961257,17637,44
USA,6/9/20,1979639,18382,44
USA,6/10/20,2000749,21110,43
USA,6/11/20,2023881,23132,43
USA,6/12/20,2048746,24865,44
USA,6/13/20,2073954,25208,43
USA,6/14/20,2092902,18948,45
USA,6/15/20,2112721,19819,45
USA,6/16/20,2136391,23670,46
USA,6/17/20,2163449,27058,47
USA,6/18/20,2191971,28522,49
USA,6/19/20,2223531,31560,51
USA,6/20/20,2255800,32269,53
USA,6/21/20,2280946,25146,55
USA,6/22/20,2313093,32147,57
USA,6/23/20,2350156,37063,61
USA,6/24/20,2386014,35858,65
USA,6/25/20,2426329,40315,67
USA,6/26/20,2472311,45982,71
USA,6/27/20,2513651,41340,75
USA,6/28/20,2554376,40725,78
USA,6/29/20,2595655,41279,83
USA,6/30/20,2642081,46426,86
USA,7/1/20,2693890,51809,88
USA,7/2/20,2750517,56627,93
USA,7/3/20,2801874,51357,98
USA,7/4/20,2847553,45679,100
USA,7/5/20,2898322,50769,101
USA,7/6/20,2941394,43072,104
USA,7/7/20,3002036,60642,105
USA,7/8/20,3062146,60110,109
USA,7/9/20,3124633,62487,112
USA,7/10/20,3192672,68039,113
USA,7/11/20,3252687,60015,119
USA,7/12/20,3311137,58450,123
USA,7/13/20,3370026,58889,125
USA,7/14/20,3438038,68012,130
USA,7/15/20,3506145,68107,132
USA,7/16/20,3581954,75809,135
USA,7/17/20,3654203,72249,139
USA,7/18/20,3716740,62537,140
USA,7/19/20,3777211,60471,141
USA,7/20/20,3839293,62082,141
USA,7/21/20,3903780,64487,142
USA,7/22/20,3974341,70561,141
USA,7/23/20,4042769,68428,142
USA,7/24/20,4116070,73301,140
USA,7/25/20,4180969,64899,140
USA,7/26/20,4235816,54847,141
USA,7/27/20,4292554,56738,139
USA,7/28/20,4359003,66449,138
USA,7/29/20,4430816,71813,138
USA,7/30/20,4498234,67418,139
USA,7/31/20,4566931,68697,138
USA,8/1/20,4623105,56174,137
USA,8/2/20,4668652,45547,134
USA,8/3/20,4714173,45521,131
USA,8/4/20,4772945,58772,128
USA,8/5/20,4827393,54448,126
USA,8/6/20,4886727,59334,120
USA,8/7/20,4945996,59269,118
USA,8/8/20,5000107,54111,115
USA,8/9/20,5045855,45748,114
USA,8/10/20,5093475,47620,114
USA,8/11/20,5141430,47955,115
USA,8/12/20,5197413,55983,112
USA,8/13/20,5248690,51277,112
USA,8/14/20,5314012,65322,110
USA,8/15/20,5360914,46902,112
USA,8/16/20,5400103,39189,109
USA,8/17/20,5436757,36654,107
USA,8/18/20,5481755,44998,104
USA,8/19/20,5529102,47347,103
USA,8/20/20,5572890,43788,101
USA,8/21/20,5621596,48706,98
USA,8/22/20,5664641,43045,93
USA,8/23/20,5698902,34261,92
USA,8/24/20,5735502,36600,91
USA,8/25/20,5775618,40116,91
USA,8/26/20,5820908,45290,89
USA,8/27/20,5866093,45185,88
USA,8/28/20,5913046,46953,89
USA,8/29/20,5955722,42676,88
USA,8/30/20,5990118,34396,88
USA,8/31/20,6025593,35475,88
USA,9/1/20,6067260,41667,88
USA,9/2/20,6108200,40940,88
USA,9/3/20,6152285,44085,87
USA,9/4/20,6202700,50415,87
USA,9/5/20,6245682,42982,88
USA,9/6/20,6276981,31299,88
USA,9/7/20,6300449,23468,87
USA,9/8/20,6327884,27435,83
USA,9/9/20,6361638,33754,79
USA,9/10/20,6397758,36120,77
USA,9/11/20,6445407,47649,74
USA,9/12/20,6486484,41077,73
USA,9/13/20,6520750,34266,73
USA,9/14/20,6555127,34377,74
USA,9/15/20,6594554,39427,77
USA,9/16/20,6633389,38835,81
USA,9/17/20,6678579,45190,82
USA,9/18/20,6727725,49146,85
USA,9/19/20,6769847,42122,86
USA,9/20/20,6808147,38300,86
USA,9/21/20,6860061,51914,87
USA,9/22/20,6899723,39662,92
USA,9/23/20,6938731,39008,92
USA,9/24/20,6985760,47029,93
USA,9/25/20,7033944,48184,93
USA,9/26/20,7078562,44618,93
USA,9/27/20,7116078,37516,94
USA,9/28/20,7149281,33203,93
USA,9/29/20,7192498,43217,88
USA,9/30/20,7231832,39334,89
USA,10/1/20,7277418,45586,89
USA,10/2/20,7332238,54820,88
USA,10/3/20,7380797,48559,90
USA,10/4/20,7416539,35742,92
USA,10/5/20,7455962,39423,91
USA,10/6/20,7501009,45047,93
USA,10/7/20,7551949,50940,93
USA,10/8/20,7610451,58502,97
USA,10/9/20,7666716,56265,101
USA,10/10/20,7721622,54906,101
USA,10/11/20,7767500,45878,103
USA,10/12/20,7809362,41862,106
USA,10/13/20,7861469,52107,107
USA,10/14/20,7921089,59620,109
USA,10/15/20,7985864,64775,112
USA,10/16/20,8054907,69043,114
USA,10/17/20,8111563,56656,118
USA,10/18/20,8160870,49307,118
USA,10/19/20,8228585,67715,119
USA,10/20/20,8290408,61823,127
USA,10/21/20,8353581,63173,130
USA,10/22/20,8429792,76211,131
USA,10/23/20,8511514,81722,135
USA,10/24/20,8594218,82704,139
USA,10/25/20,8656238,62020,147
USA,10/26/20,8723553,67315,150
USA,10/27/20,8800136,76583,150
USA,10/28/20,8879326,79190,155
USA,10/29/20,8970125,90799,160
USA,10/30/20,9069103,98978,164
USA,10/31/20,9158771,89668,169
USA,11/1/20,9263564,104793,171
USA,11/2/20,9348673,85109,185
USA,11/3/20,9475593,126920,190
USA,11/4/20,9579978,104385,205
USA,11/5/20,9709076,129098,213
USA,11/6/20,9836826,127750,225
USA,11/7/20,9964034,127208,233
USA,11/8/20,10079115,115081,245
USA,11/9/20,10199575,120460,248
USA,11/10/20,10339806,140231,259
USA,11/11/20,10486184,146378,263
USA,11/12/20,10650570,164386,276
USA,11/13/20,10830756,180186,286
USA,11/14/20,10998298,167542,302
USA,11/15/20,11134448,136150,315
USA,11/16/20,11296951,162503,321
USA,11/17/20,11460388,163437,334
USA,11/18/20,11633255,172867,341
USA,11/19/20,11824408,191153,349
USA,11/20/20,12022364,197956,357
USA,11/21/20,12201487,179123,363
USA,11/22/20,12348137,146650,366
USA,11/23/20,12522119,173982,369
USA,11/24/20,12697162,175043,373
USA,11/25/20,12879847,182685,376
USA,11/26/20,12991459,111612,379
USA,11/27/20,13199466,208007,355
USA,11/28/20,13354901,155435,358
USA,11/29/20,13494948,140047,351
USA,11/30/20,13655181,160233,349
USA,12/1/20,13842693,187512,345
USA,12/2/20,14044565,201872,348
USA,12/3/20,14266847,222282,354
USA,12/4/20,14498883,232036,388
USA,12/5/20,14713624,214741,395
USA,12/6/20,14894418,180794,413
USA,12/7/20,15089009,194591,426
USA,12/8/20,15312876,223867,436
USA,12/9/20,15534536,221660,447
USA,12/10/20,15765165,230629,453
USA,12/11/20,16003837,238672,456
USA,12/12/20,16220250,216413,458
USA,12/13/20,16407679,187429,459
USA,12/14/20,16600830,193151,461
USA,12/15/20,16810019,209189,460
USA,12/16/20,17055759,245740,456
USA,12/17/20,17294836,239077,463
USA,12/18/20,17545869,251033,466
USA,12/19/20,17737484,191615,469
USA,12/20/20,17925033,187549,462
USA,12/21/20,18123641,198608,462
USA,12/22/20,18320881,197240,463
USA,12/23/20,18549642,228761,460
USA,12/24/20,18742803,193161,455
USA,12/25/20,18839532,96729,441
USA,12/26/20,19066376,226844,394
USA,12/27/20,19222064,155688,404
USA,12/28/20,19396237,174173,395
USA,12/29/20,19595117,198880,387
USA,12/30/20,19827133,232016,388
USA,12/31/20,20061049,233916,389
USA,1/1/21,20213393,152344,401
USA,1/2/21,20513675,300282,418
USA,1/3/21,20722231,208556,440
USA,1/4/21,20906021,183790,457
USA,1/5/21,21139547,233526,459
USA,1/6/21,21393464,253917,470
USA,1/7/21,21670202,276738,477
USA,1/8/21,21962246,292044,490
USA,1/9/21,22224220,261974,532
USA,1/10/21,22437501,213281,521
USA,1/11/21,22651464,213963,522
USA,1/12/21,22877702,226238,531
USA,1/13/21,23107573,229871,529
USA,1/14/21,23342548,234975,522
USA,1/15/21,23583255,240707,509
USA,1/16/21,23784019,200764,493
USA,1/17/21,23961423,177404,475
USA,1/18/21,24104028,142605,464
USA,1/19/21,24281012,176984,442
USA,1/20/21,24463591,182579,427
USA,1/21/21,24656646,193055,413
USA,1/22/21,24846678,190032,400
USA,1/23/21,25016816,170138,384
USA,1/24/21,25147891,131075,375
USA,1/25/21,25298986,151095,361
USA,1/26/21,25445583,146597,364
USA,1/27/21,25598061,152478,354
USA,1/28/21,25766681,168620,345
USA,1/29/21,25932794,166113,338
USA,1/30/21,26074885,142091,330
USA,1/31/21,26186781,111896,322
USA,2/1/21,26321120,134339,316
USA,2/2/21,26435557,114437,311
USA,2/3/21,26557026,121469,301
USA,2/4/21,26680214,123188,292
USA,2/5/21,26813772,133558,278
USA,2/6/21,26917787,104015,268
USA,2/7/21,27005831,88044,256
